rank,youtuber,subscribers,video_views,video_count,category,started,views_per_video,subs_to_views_ratio,channel_age,subs_per_video,engagement_score,year
303,LosPolinesios,26400000.0,7965508190.0,1074.0,People & Blogs,1970-01-01 00:00:00.000002012,7416674.29236499,0.0033142894803802844,12,24581.00558659218,301.72379507575755,1970
304,BB Ki Vines,26400000.0,4973008729.0,192.0,Entertainment,1970-01-01 00:00:00.000002015,25901087.130208332,0.005308657482551545,9,137500.0,188.3715427651515,1970
305,Ultra Movie Parlour,26400000.0,5421154917.0,1979.0,Movies,1970-01-01 00:00:00.000002011,2739340.5341081354,0.004869811028128566,13,13340.070742799393,205.34677715909092,1970
306,Diana and Roma EN,26400000.0,8721829142.0,595.0,People & Blogs,1970-01-01 00:00:00.000002011,14658536.373109244,0.0030268880036723837,13,44369.747899159665,330.3723159848485,1970
307,Coldplay,26400000.0,19257939940.0,430.0,Music,1970-01-01 00:00:00.000002010,44785906.8372093,0.0013708631391650295,14,61395.348837209305,729.4674219696969,1970
308,Vlad and Niki IDN,26300000.0,12377599605.0,587.0,,1970-01-01 00:00:00.000002018,21086200.34923339,0.0021248061691522134,6,44804.088586030666,470.63116368821295,1970
309,1MILLION Dance Studio,26300000.0,8230254071.0,7522.0,Entertainment,1970-01-01 00:00:00.000002015,1094157.6802712046,0.003195527109262676,9,3496.410529114597,312.937417148289,1970
310,TRANS7 OFFICIAL,26200000.0,15317644976.0,98004.0,Entertainment,1970-01-01 00:00:00.000002014,156296.12032161953,0.0017104457010885614,10,267.33602710093464,584.6429380152672,1970
311,Maya and Mary,26200000.0,7341043877.0,561.0,Entertainment,1970-01-01 00:00:00.000002013,13085639.709447416,0.003568974717898965,11,46702.317290552586,280.192514389313,1970
312,News18 India,26200000.0,12562843598.0,260736.0,News & Politics,1970-01-01 00:00:00.000002007,48182.2364307192,0.002085515098203645,17,100.48478154148258,479.4978472519084,1970
313,Peppa Pig Español Latino - Canal Oficial,26100000.0,9196907164.0,1574.0,Film & Animation,1970-01-01 00:00:00.000002014,5843015.98729352,0.0028379105643432804,10,16581.956797966963,352.37192199233715,1970
314,Rans Entertainment,26100000.0,6821639296.0,4259.0,People & Blogs,1970-01-01 00:00:00.000002015,1601699.7642639116,0.0038260598175139868,9,6128.199107771778,261.3654902681992,1970
315,BigSchool,26000000.0,11455874043.0,3931.0,Gaming,1970-01-01 00:00:00.000002019,2914239.135843297,0.002269578026295344,5,6614.0931060798775,440.6105401153846,1970
316,Vlad and Niki ESP,25900000.0,10615544155.0,605.0,,1970-01-01 00:00:00.000002018,17546353.97520661,0.0024398184042031335,6,42809.9173553719,409.8665696911197,1970
317,VanossGaming,25900000.0,16045515860.0,1921.0,Gaming,1970-01-01 00:00:00.000002011,8352689.151483602,0.0016141581377614868,13,13482.561166059344,619.5179868725869,1970
318,FaZe Rug,25900000.0,8751293350.0,2317.0,Gaming,1970-01-01 00:00:00.000002012,3776993.245576176,0.0029595625428325972,12,11178.247734138973,337.8877741312741,1970
319,jaanvi patel,25900000.0,11300553288.0,639.0,People & Blogs,1970-01-01 00:00:00.000002018,17684746.929577466,0.0022919231775583126,6,40532.0813771518,436.3147987644788,1970
320,MrBeast en Español,25800000.0,3009699303.0,67.0,Entertainment,1970-01-01 00:00:00.000002021,44920885.11940298,0.008572284936997908,3,385074.62686567166,116.65501174418604,1970
321,LIV Crime,25800000.0,13625068218.0,15481.0,People & Blogs,1970-01-01 00:00:00.000002020,880115.5104967379,0.0018935685008839638,4,1666.5590078160326,528.1034193023256,1970
322,Venus Entertainment,25700000.0,6120725721.0,1983.0,Entertainment,1970-01-01 00:00:00.000002010,3086598.951588502,0.004198848497952486,14,12960.161371659102,238.1605338910506,1970
323,The geeta gurjar,25500000.0,19875511851.0,1700.0,Entertainment,1970-01-01 00:00:00.000002021,11691477.559411764,0.001282985826536941,3,15000.0,779.4318372941176,1970
324,TaylorSwiftVEVO,25500000.0,28386099648.0,307.0,Music,1970-01-01 00:00:00.000002009,92462865.30293159,0.0008983270092126466,15,83061.88925081433,1113.1803783529413,1970
325,netd müzik,25500000.0,61304856856.0,25685.0,Music,1970-01-01 00:00:00.000002014,2386796.0621374343,0.0004159539930073954,10,992.7973525403933,2404.1120335686273,1970
326,Caín Guzmán,25500000.0,13107037686.0,3683.0,Entertainment,1970-01-01 00:00:00.000002016,3558793.832745045,0.0019455196979586986,8,6923.703502579419,514.0014778823529,1970
327,SMOL,25500000.0,25762589821.0,5411.0,People & Blogs,1970-01-01 00:00:00.000002021,4761151.325263352,0.0009898073205052563,3,4712.622435778969,1010.2976400392157,1970
328,Las Ratitas,25400000.0,9898714808.0,225.0,People & Blogs,1970-01-01 00:00:00.000002015,43994288.03555556,0.002565989675697302,9,112888.88888888889,389.71318141732286,1970
329,Aja Kitchen,25400000.0,15498785456.0,1927.0,Entertainment,1970-01-01 00:00:00.000002021,8042960.797093929,0.001638838092965986,3,13181.1105345096,610.1884037795276,1970
330,toyorbabytv,25400000.0,18624386304.0,1300.0,Music,1970-01-01 00:00:00.000002012,14326451.003076922,0.001363803326746116,12,19538.46153846154,733.2435552755906,1970
331,WatchMojo.com,25400000.0,16879097237.0,27222.0,Music,1970-01-01 00:00:00.000002007,620053.5315920946,0.0015048198160931064,17,933.068841378297,664.5313872834646,1970
332,IShowSpeed,25300000.0,2534648632.0,1406.0,Gaming,1970-01-01 00:00:00.000002016,1802737.291607397,0.00998165965908919,8,17994.310099573257,100.18374039525692,1970
333,Chloe Ting,25300000.0,3195399344.0,443.0,Howto & Style,1970-01-01 00:00:00.000002011,7213091.069977427,0.00791763322086981,13,57110.60948081264,126.30036932806324,1970
334,Pawan Sahu,25300000.0,11234706438.0,1928.0,,1970-01-01 00:00:00.000002017,5827129.8952282155,0.0022519502525162466,7,13122.40663900415,444.05954300395257,1970
335,Hamster Kombat,25100000.0,334389615.0,126.0,People & Blogs,1970-01-01 00:00:00.000002024,2653885.8333333335,0.07506213971387837,0,199206.3492063492,13.322295418326693,1970
336,BabyBus - Canciones Infantiles & Videos para Niños,25100000.0,14715233413.0,1505.0,Education,1970-01-01 00:00:00.000002018,9777563.729568107,0.001705715383204571,6,16677.740863787374,586.2642794023905,1970
337,The Royalty Family,25000000.0,8153839062.0,779.0,People & Blogs,1970-01-01 00:00:00.000002017,10467059.129653402,0.003066040402552159,7,32092.42618741977,326.15356248,1970
338,Village Cooking Channel,25000000.0,7391196323.0,237.0,Howto & Style,1970-01-01 00:00:00.000002018,31186482.375527427,0.003382402375405013,6,105485.23206751054,295.64785292,1970
339,Chapitosiki,24900000.0,23456792168.0,3850.0,Entertainment,1970-01-01 00:00:00.000002020,6092673.29038961,0.0010615262232646133,4,6467.532467532467,942.0398461044176,1970
340,Vlad and Niki Arabic,24900000.0,11785002628.0,616.0,,1970-01-01 00:00:00.000002018,19131497.772727273,0.0021128548534083535,6,40422.07792207792,473.29327823293175,1970
341,RihannaVEVO,24900000.0,20480917809.0,118.0,Music,1970-01-01 00:00:00.000002009,173567100.07627118,0.0012157658280850141,15,211016.94915254237,822.5268196385542,1970
342,Filaretiki,24900000.0,25161837765.0,3468.0,People & Blogs,1970-01-01 00:00:00.000002021,7255431.881487889,0.0009895938536983887,3,7179.930795847751,1010.5155728915663,1970
343,Goldmines Cineplex,24800000.0,3213570348.0,4380.0,Film & Animation,1970-01-01 00:00:00.000002015,733691.8602739726,0.0077172730995089455,9,5662.100456621005,129.57944951612905,1970
344,Beast Philanthropy,24800000.0,811834607.0,43.0,People & Blogs,1970-01-01 00:00:00.000002020,18879874.58139535,0.030548094139081213,4,576744.1860465116,32.735266411290326,1970
345,Koray Zeynep,24800000.0,23243247645.0,3326.0,People & Blogs,1970-01-01 00:00:00.000002016,6988348.660553217,0.0010669765421242622,8,7456.4040889957905,937.2277276209677,1970
346,1theK (????),24800000.0,25248708175.0,20106.0,Music,1970-01-01 00:00:00.000002011,1255779.7759375311,0.0009822284699918117,13,1233.4626479657813,1018.0930715725807,1970
347,DUDU e CAROL,24700000.0,12477465488.0,3040.0,Autos & Vehicles,1970-01-01 00:00:00.000002013,4104429.4368421054,0.0019795686891504387,11,8125.0,505.16054607287447,1970
348,Wave Music Bhojpuri,24700000.0,14360305008.0,23829.0,Music,1970-01-01 00:00:00.000002014,602639.8509379327,0.0017200191769074435,10,1036.5521003818876,581.3888667206478,1970
349,Yuya,24700000.0,2591854738.0,672.0,Howto & Style,1970-01-01 00:00:00.000002009,3856926.693452381,0.00952985506396848,15,36755.95238095238,104.93339020242915,1970
350,Miss Katy,24700000.0,15654857124.0,1091.0,People & Blogs,1970-01-01 00:00:00.000002014,14349089.93950504,0.0015777850800141229,10,22639.780018331807,633.799883562753,1970
351,Enrique Iglesias,24600000.0,19059785058.0,525.0,Music,1970-01-01 00:00:00.000002007,36304352.49142857,0.0012906756254144952,17,46857.142857142855,774.7880104878049,1970
352,TED,24600000.0,2725940295.0,4740.0,People & Blogs,1970-01-01 00:00:00.000002006,575092.8892405063,0.00902440895170083,18,5189.873417721519,110.81058109756097,1970
353,Narendra Modi,24600000.0,5721879194.0,26997.0,News & Politics,1970-01-01 00:00:00.000002007,211945.00107419342,0.0042992868541851985,17,911.2123569285476,232.59671520325205,1970
354,EminemVEVO,24600000.0,22117339041.0,106.0,Music,1970-01-01 00:00:00.000002009,208654141.8962264,0.0011122495321158558,15,232075.4716981132,899.0788228048781,1970
355,KatyPerryVEVO,24500000.0,24642699757.0,167.0,Music,1970-01-01 00:00:00.000002009,147561076.38922155,0.0009942092482395535,15,146706.5868263473,1005.824479877551,1970
356,BEN EAGLE,24500000.0,12073427908.0,4426.0,Entertainment,1970-01-01 00:00:00.000002021,2727841.822864889,0.0020292497032898173,3,5535.472209670131,492.7929758367347,1970
357,Mister Max,24500000.0,16094889854.0,1147.0,People & Blogs,1970-01-01 00:00:00.000002014,14032162.034873582,0.0015222222843551247,10,21360.069747166523,656.934279755102,1970
358,Sidhu Moose Wala,24500000.0,7567332841.0,116.0,Music,1970-01-01 00:00:00.000002017,65235627.93965517,0.003237600422074523,7,211206.89655172414,308.8707282040816,1970
359,Valentina Pontes ofc,24500000.0,8740327902.0,1959.0,Film & Animation,1970-01-01 00:00:00.000002014,4461627.310872895,0.0028030984963840775,10,12506.380806533945,356.74807763265306,1970
360,Amit Bhadana,24400000.0,2471067530.0,112.0,Entertainment,1970-01-01 00:00:00.000002012,22063102.94642857,0.009874274864515743,12,217857.14285714287,101.27325942622952,1970
361,Soy Suco,24400000.0,4281848648.0,769.0,Gaming,1970-01-01 00:00:00.000002017,5568073.66449935,0.005698473254396076,7,31729.518855656697,175.48560032786887,1970
362,DJ Snake,24400000.0,9019443750.0,297.0,Music,1970-01-01 00:00:00.000002008,30368497.474747475,0.0027052666080433175,16,82154.88215488216,369.6493340163934,1970
363,ViralHog,24400000.0,29804582349.0,46908.0,People & Blogs,1970-01-01 00:00:00.000002014,635383.7799309286,0.0008186660599462708,10,520.1671356698217,1221.4992765983607,1970
364,Vijay Television,24300000.0,40789804804.0,74194.0,Entertainment,1970-01-01 00:00:00.000002007,549772.2835269698,0.0005957370994238504,17,327.51974553198374,1678.5927902880658,1970
365,Eva Bravo Play,24200000.0,11225887630.0,324.0,Entertainment,1970-01-01 00:00:00.000002019,34647801.32716049,0.0021557315374623968,5,74691.35802469136,463.8796541322314,1970
366,CuRe ??,24200000.0,16225356310.0,478.0,Comedy,1970-01-01 00:00:00.000002021,33944260.06276151,0.0014914926697224562,3,50627.615062761506,670.4692690082645,1970
367,Unbox Therapy,24200000.0,4703492992.0,2319.0,Science & Technology,1970-01-01 00:00:00.000002010,2028241.9111686072,0.005145112375241315,14,10435.532557136698,194.35921454545453,1970
368,invictor,24200000.0,9484617906.0,2595.0,Gaming,1970-01-01 00:00:00.000002013,3654958.730635838,0.0025514997272258065,11,9325.62620423892,391.9263597520661,1970
369,Like Nastya PRT,24200000.0,12988202937.0,743.0,Entertainment,1970-01-01 00:00:00.000002019,17480757.65410498,0.0018632292794764176,5,32570.659488559893,536.7026007024793,1970
370,GMM GRAMMY OFFICIAL,24100000.0,27195199241.0,17216.0,Music,1970-01-01 00:00:00.000002010,1579646.796061803,0.0008861858222265341,14,1399.860594795539,1128.4315037759336,1970
371,KSI,24100000.0,6015064768.0,1252.0,Entertainment,1970-01-01 00:00:00.000002009,4804364.830670927,0.004006606899432143,15,19249.20127795527,249.58774970954357,1970
372,Netflix India,24100000.0,9907207411.0,4639.0,People & Blogs,1970-01-01 00:00:00.000002016,2135634.2769993534,0.002432572469739727,8,5195.085147661134,411.08744443983403,1970
373,Lady Gaga,24100000.0,17265860259.0,179.0,People & Blogs,1970-01-01 00:00:00.000002008,96457319.88268156,0.0013958180848497044,16,134636.87150837987,716.4257368879668,1970
374,Disney Latinoamérica,24100000.0,22293073309.0,8310.0,Entertainment,1970-01-01 00:00:00.000002007,2682680.301925391,0.0010810532790142722,17,2900.1203369434415,925.0237887551867,1970
375,Jake Fellman,24000000.0,15313277625.0,441.0,Entertainment,1970-01-01 00:00:00.000002012,34723985.54421768,0.0015672673471823118,12,54421.768707482996,638.053234375,1970
376,Collins Key,24000000.0,6815206179.0,257.0,Entertainment,1970-01-01 00:00:00.000002011,26518311.980544746,0.0035215368940637887,13,93385.2140077821,283.966924125,1970
377,NickyJamTV,23900000.0,16745620577.0,472.0,Music,1970-01-01 00:00:00.000002012,35478009.6970339,0.0014272388347808676,12,50635.59322033898,700.653580627615,1970
378,Troom Troom,23900000.0,10367409593.0,2730.0,Howto & Style,1970-01-01 00:00:00.000002015,3797585.9315018314,0.0023053010287292118,9,8754.578754578755,433.7828281589958,1970
379,Super JoJo - Nursery Rhymes & Kids Songs,23900000.0,0.0,0.0,,1970-01-01 00:00:00.000002019,0.0,23900000.0,5,23900000.0,0.0,1970
380,Ishtar Punjabi,23900000.0,11944841316.0,6428.0,Entertainment,1970-01-01 00:00:00.000002014,1858251.6048537649,0.002000863750947129,10,3718.108276291226,499.7841554811715,1970
381,SOMOY TV,23900000.0,16148644480.0,198970.0,News & Politics,1970-01-01 00:00:00.000002015,81161.20259335579,0.0014800003820506426,9,120.11861084585615,675.6755012552301,1970
382,Sony AATH,23900000.0,17730467073.0,22086.0,Shows,1970-01-01 00:00:00.000002013,802792.1340668297,0.0013479622336850326,11,1082.1334782214979,741.8605469874477,1970
383,???? ?????? tarik alhalapi,23900000.0,13560874288.0,1154.0,Entertainment,1970-01-01 00:00:00.000002019,11751190.890814558,0.0017624232400081372,5,20710.5719237435,567.4005978242678,1970
384,Sesame Street,23900000.0,23988212754.0,3732.0,Entertainment,1970-01-01 00:00:00.000002006,6427709.741157556,0.0009963226625132676,18,6404.072883172562,1003.6909102092051,1970
385,Ninja,23800000.0,2674530721.0,2037.0,Gaming,1970-01-01 00:00:00.000002011,1312975.3171330388,0.008898757383164865,13,11683.84879725086,112.37524037815126,1970
386,James Charles,23800000.0,4385121146.0,584.0,Entertainment,1970-01-01 00:00:00.000002015,7508769.085616439,0.005427444124710164,9,40753.42465753425,184.24878764705883,1970
387,SSundee,23800000.0,15261004118.0,3535.0,Gaming,1970-01-01 00:00:00.000002009,4317115.733521923,0.0015595304094000245,15,6732.6732673267325,641.218660420168,1970
388,deepesh zo,23800000.0,9946824528.0,873.0,People & Blogs,1970-01-01 00:00:00.000002021,11393842.529209621,0.0023927234197209115,3,27262.313860252005,417.933803697479,1970
389,Mariano Razo,23700000.0,12177702963.0,811.0,Entertainment,1970-01-01 00:00:00.000002021,15015663.332922319,0.0019461798396634123,3,29223.181257706536,513.8271292405063,1970
390,Nick Pro,23600000.0,9285795217.0,730.0,Sports,1970-01-01 00:00:00.000002010,12720267.420547945,0.0025415163105034044,14,32328.76712328767,393.4658990254237,1970
391,Rotana,23600000.0,22564386221.0,8766.0,Music,1970-01-01 00:00:00.000002012,2574080.1073465664,0.0010458959427859901,12,2692.2199406798995,956.1180602118644,1970
392,Dua Lipa,23600000.0,13183103352.0,273.0,Music,1970-01-01 00:00:00.000002011,48289755.86813187,0.0017901702937358568,13,86446.88644688645,558.6060742372881,1970
393,Susy Mouriz,23600000.0,10111758211.0,1673.0,Entertainment,1970-01-01 00:00:00.000002017,6044087.394500896,0.0023339165659961012,7,14106.395696353855,428.4643309745763,1970
394,Jelly,23600000.0,15097835047.0,6445.0,Gaming,1970-01-01 00:00:00.000002014,2342565.5619860357,0.0015631380212151288,10,3661.7532971295577,639.7387731779661,1970
395,Technical Guruji,23500000.0,3691957035.0,5475.0,Science & Technology,1970-01-01 00:00:00.000002015,674330.0520547945,0.006365187833232734,9,4292.237442922375,157.10455468085107,1970
396,Logan Paul,23500000.0,6007122175.0,718.0,Entertainment,1970-01-01 00:00:00.000002015,8366465.424791086,0.003912022981287209,9,32729.805013927577,255.62222021276597,1970
397,GMA Public  Affairs,23500000.0,14794725260.0,47403.0,Entertainment,1970-01-01 00:00:00.000002009,312105.2519882708,0.0015884039471510943,15,495.7492141847562,629.5627770212766,1970
398,Tlnovelas,23500000.0,17433052398.0,54516.0,News & Politics,1970-01-01 00:00:00.000002013,319778.64109619195,0.0013480140748441752,11,431.0661090322107,741.8320169361702,1970
399,DrossRotzank,23400000.0,6360006337.0,1701.0,Entertainment,1970-01-01 00:00:00.000002006,3738980.79776602,0.003679241617082684,18,13756.613756613757,271.7951426068376,1970
400,Jordan Matter,23400000.0,8158026297.0,466.0,Entertainment,1970-01-01 00:00:00.000002006,17506494.199570816,0.0028683408398186977,18,50214.592274678114,348.63360243589744,1970
401,Sia,23400000.0,14483395240.0,268.0,Music,1970-01-01 00:00:00.000002007,54042519.55223881,0.0016156432668062712,17,87313.4328358209,618.9485145299145,1970
402,??? Seungbini,23400000.0,17310272486.0,476.0,People & Blogs,1970-01-01 00:00:00.000002021,36366118.668067224,0.001351798477980354,3,49159.663865546216,739.7552344444445,1970
403,FGTeeV,23300000.0,24962673389.0,1827.0,Gaming,1970-01-01 00:00:00.000002013,13663203.825396825,0.0009333936168177936,11,12753.147235905857,1071.359372918455,1970
404,7clouds,23300000.0,18042920476.0,2712.0,Music,1970-01-01 00:00:00.000002013,6652994.275811209,0.0012913652216664572,11,8591.445427728613,774.3742693562232,1970
405,Taarak Mehta Ka Ooltah Chashmah,23300000.0,17986253838.0,10032.0,Entertainment,1970-01-01 00:00:00.000002014,1792888.1417464116,0.0012954337356661518,10,2322.567783094099,771.942224806867,1970
406,Justin Flom,23300000.0,21148246283.0,943.0,Entertainment,1970-01-01 00:00:00.000002006,22426560.215270415,0.001101746200994911,18,24708.377518557794,907.6500550643777,1970
407,ToRung,23200000.0,15750785099.0,287.0,Entertainment,1970-01-01 00:00:00.000002017,54880784.317073174,0.0014729424504352447,7,80836.2369337979,678.9131508189655,1970
408,Khan GS Research Centre,23200000.0,2349240148.0,379.0,Education,1970-01-01 00:00:00.000002019,6198522.8179419525,0.009875533593170996,5,61213.72031662269,101.26035120689656,1970
409,Pragati Verma Shorts,23200000.0,10023878406.0,1165.0,Comedy,1970-01-01 00:00:00.000002019,8604187.472961374,0.0023144734064325,5,19914.163090128757,432.0637243965517,1970
410,National Geographic,23200000.0,6026176322.0,10477.0,Science & Technology,1970-01-01 00:00:00.000002006,575181.4758041424,0.0038498707572333793,18,2214.3743438007064,259.7489793965517,1970
411,Minecraft - Topic,23200000.0,0.0,0.0,,1970-01-01 00:00:00.000002013,0.0,23200000.0,11,23200000.0,0.0,1970
412,Wow Kidz Action,23200000.0,10043437019.0,3913.0,Film & Animation,1970-01-01 00:00:00.000002017,2566684.6457960643,0.002309966195447897,7,5928.954766164068,432.9067680603448,1970
413,mmoshaya,23100000.0,18230048821.0,1223.0,People & Blogs,1970-01-01 00:00:00.000002010,14906008.847914964,0.0012671386800341472,14,18887.980376124284,789.1796026406927,1970
414,Pink Shirt Girl,23000000.0,11695707712.0,1092.0,Entertainment,1970-01-01 00:00:00.000002015,10710355.047619049,0.0019665334126297974,9,21062.271062271062,508.5090309565217,1970
415,Infinite,23000000.0,5696678831.0,1673.0,Entertainment,1970-01-01 00:00:00.000002014,3405068.0400478183,0.00403744017915129,10,13747.758517632994,247.68168830434783,1970
416,RKD Studios,23000000.0,5763740869.0,942.0,Entertainment,1970-01-01 00:00:00.000002014,6118620.880042463,0.003990463923127492,10,24416.135881104034,250.5974290869565,1970
417,Panda Shorts,23000000.0,10608072608.0,970.0,Comedy,1970-01-01 00:00:00.000002020,10936157.327835051,0.0021681601220050776,4,23711.340206185567,461.220548173913,1970
418,BabyBus - Cerita & Lagu Anak-anak,23000000.0,13679754844.0,1185.0,Education,1970-01-01 00:00:00.000002019,11544096.914767932,0.0016813166801807051,5,19409.28270042194,594.7719497391305,1970
419,Younes Zarou,23000000.0,20411844173.0,3245.0,Entertainment,1970-01-01 00:00:00.000002021,6290244.737442219,0.0011267967658906348,3,7087.827426810478,887.4714857826087,1970
420,Happy Monkey,22900000.0,1695.0,1.0,Science & Technology,1970-01-01 00:00:00.000002016,1695.0,13510.324483775812,8,22900000.0,7.40174672489083e-05,1970
421,Kritika Channel,22900000.0,17538679092.0,4455.0,People & Blogs,1970-01-01 00:00:00.000002021,3936852.7703703702,0.0013056855581812592,3,5140.291806958474,765.8811830567686,1970
422,Republic Bharat,22900000.0,12412814922.0,173674.0,News & Politics,1970-01-01 00:00:00.000002019,71471.92396098438,0.0018448675940066514,5,131.85623639692759,542.0443197379913,1970
423,DeGoBooM,22800000.0,7190931762.0,5473.0,Gaming,1970-01-01 00:00:00.000002014,1313892.1545770145,0.003170660041649273,10,4165.90535355381,315.3917439473684,1970
424,Deddy Corbuzier,22800000.0,6075071046.0,1626.0,Entertainment,1970-01-01 00:00:00.000002009,3736206.0553505537,0.003753042528615722,15,14022.140221402215,266.4504844736842,1970
425,Goldmines Great Indian Comedy,22800000.0,6333179004.0,4119.0,Film & Animation,1970-01-01 00:00:00.000002016,1537552.5622723962,0.0036000877261797982,8,5535.324107793153,277.77100894736844,1970
426,Paulo Londra,22700000.0,8725587487.0,66.0,Music,1970-01-01 00:00:00.000002016,132205871.01515152,0.002601544025983359,8,343939.3939393939,384.3871139647577,1970
427,The Chainsmokers,22700000.0,15017385756.0,218.0,Music,1970-01-01 00:00:00.000002012,68887090.6238532,0.001511581334383084,12,104128.44036697247,661.558843876652,1970
428,Rubén Tuesta oficial,22600000.0,14002030879.0,1189.0,Comedy,1970-01-01 00:00:00.000002016,11776308.56097561,0.0016140515754678904,8,19007.56938603869,619.5588884513274,1970
429,Dhruv Rathee,22600000.0,2954579022.0,625.0,Entertainment,1970-01-01 00:00:00.000002013,4727326.4352,0.007649143865071414,11,36160.0,130.73358504424777,1970
430,ILYA BORZOV,22500000.0,14279799168.0,2637.0,People & Blogs,1970-01-01 00:00:00.000002021,5415168.436860069,0.0015756524118645083,3,8532.423208191127,634.6577408,1970
431,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,22500000.0,8101817736.0,260.0,Education,1970-01-01 00:00:00.000002017,31160837.446153846,0.0027771545513820234,7,86538.46153846153,360.0807882666667,1970
432,Charlie Puth,22500000.0,10915526749.0,163.0,Music,1970-01-01 00:00:00.000002009,66966421.773006134,0.002061283941433361,15,138036.80981595092,485.1345221777778,1970
433,Busy Fun Ltd,22500000.0,9434153975.0,253.0,,1970-01-01 00:00:00.000002019,37289146.14624506,0.002384951534565133,5,88932.80632411067,419.2957322222222,1970
434,Kurzgesagt – In a Nutshell,22500000.0,2800131013.0,233.0,Education,1970-01-01 00:00:00.000002013,12017729.669527898,0.008035338309365026,11,96566.52360515021,124.45026724444445,1970
435,????? - Genevieve's Playhouse,22500000.0,12180061255.0,120.0,Education,1970-01-01 00:00:00.000002018,101500510.45833333,0.0018472813501462149,6,187500.0,541.3360557777778,1970
436,Ajay Sharma,22500000.0,14219681967.0,1188.0,Entertainment,1970-01-01 00:00:00.000002012,11969429.265151516,0.001582313869762795,12,18939.39393939394,631.9858652,1970
437,ANNA KOVA,22500000.0,21225650278.0,3952.0,People & Blogs,1970-01-01 00:00:00.000002020,5370862.924595142,0.001060038194604612,4,5693.31983805668,943.3622345777778,1970
438,Triggered Insaan,22300000.0,4072118537.0,345.0,Comedy,1970-01-01 00:00:00.000002014,11803242.136231884,0.005476264945968099,10,64637.68115942029,182.60621242152467,1970
439,Bispo Bruno Leonardo,22300000.0,5557023219.0,6286.0,Nonprofits & Activism,1970-01-01 00:00:00.000002016,884031.6924912503,0.0040129398638742665,8,3547.566019726376,249.19386632286995,1970
440,Bizarrap,22200000.0,9241100888.0,89.0,Comedy,1970-01-01 00:00:00.000002017,103832594.24719101,0.002402311182299474,7,249438.20224719102,416.2658057657658,1970
441,MiawAug,22200000.0,6872543361.0,4079.0,Gaming,1970-01-01 00:00:00.000002014,1684859.8580534444,0.00323024517036583,10,5442.510419220397,309.5740252702703,1970
442,Tekashi 6ix9ine,22200000.0,6349928074.0,61.0,People & Blogs,1970-01-01 00:00:00.000002018,104097181.5409836,0.003496102592232291,6,363934.4262295082,286.03279612612613,1970
443,Tappu Honey Parmar,22200000.0,9422402979.0,2208.0,Music,1970-01-01 00:00:00.000002022,4267392.653532608,0.0023560868760843516,2,10054.347826086956,424.4325666216216,1970
444,Smile Family,22100000.0,8879309465.0,751.0,People & Blogs,1970-01-01 00:00:00.000002018,11823314.866844207,0.0024889322854567274,6,29427.430093209055,401.7787088235294,1970
445,Lyrical Lemonade,22100000.0,11446237288.0,441.0,Entertainment,1970-01-01 00:00:00.000002013,25955186.59410431,0.0019307654947158211,11,50113.378684807256,517.9292890497737,1970
446,El Payaso Plim Plim,22100000.0,23860605222.0,1632.0,Film & Animation,1970-01-01 00:00:00.000002013,14620468.886029411,0.0009262128849784294,11,13541.666666666666,1079.6653946606334,1970
447,LazarBeam,22000000.0,9427786164.0,1345.0,Gaming,1970-01-01 00:00:00.000002015,7009506.441635688,0.0023335276826713567,9,16356.877323420074,428.5357347272727,1970
448,Ninja Kidz TV,22000000.0,12252742318.0,325.0,Entertainment,1970-01-01 00:00:00.000002017,37700745.59384616,0.001795516418204658,7,67692.30769230769,556.9428326363636,1970
449,Dhar Mann Studios,22000000.0,14831349337.0,1299.0,People & Blogs,1970-01-01 00:00:00.000002018,11417512.961508853,0.0014833444685384259,6,16936.104695919938,674.152242590909,1970
450,Becky G,21900000.0,11653165841.0,90.0,Music,1970-01-01 00:00:00.000002011,129479620.45555556,0.0018793176291156844,13,243333.33333333334,532.1080292694064,1970
451,Vsauce,21900000.0,4210380702.0,536.0,Science & Technology,1970-01-01 00:00:00.000002007,7855187.876865672,0.005201429882480019,17,40858.20895522388,192.25482657534246,1970
452,Fatos Desconhecidos,21900000.0,4198701599.0,7085.0,Entertainment,1970-01-01 00:00:00.000002013,592618.4331686662,0.005215898173191421,11,3091.0374029640084,191.72153420091325,1970
453,How Ridiculous,21800000.0,12580836932.0,723.0,Sports,1970-01-01 00:00:00.000002009,17400880.957123097,0.0017327940992980036,15,30152.143845089904,577.102611559633,1970
454,NBA,21800000.0,14133850347.0,58461.0,Sports,1970-01-01 00:00:00.000002005,241765.45640683532,0.0015423964075456048,19,372.89817143052636,648.3417590366972,1970
455,Nasya Official,21800000.0,11263566913.0,944.0,,1970-01-01 00:00:00.000002020,11931744.611228814,0.0019354437336221825,4,23093.22033898305,516.6773813302752,1970
456,News 24,21800000.0,11488608887.0,296796.0,News & Politics,1970-01-01 00:00:00.000002014,38708.77264855322,0.0018975317389965214,10,73.45112467823016,527.0004076605504,1970
457,GH'S,21800000.0,16632894177.0,864.0,Gaming,1970-01-01 00:00:00.000002020,19251034.927083332,0.0013106558466622774,4,25231.48148148148,762.9767971100918,1970
